ID,NAME,PARENT,YEAR,TOTAL
725,SA,WORLD,2048,497570083
726,SA,WORLD,2049,498480000
727,SA,WORLD,2050,499296410
728,SA,WORLD,2051,500019962
729,SA,WORLD,2052,500651572
730,SA,WORLD,2053,501191858
731,SA,WORLD,2054,501641059
732,SA,WORLD,2055,501999233
733,SA,WORLD,2056,502266714
734,SA,WORLD,2057,502444234
735,SA,WORLD,2058,502532929
736,SA,WORLD,2059,502533776
737,SA,WORLD,2060,502447987
738,SA,WORLD,2061,502276716
739,SA,WORLD,2062,502021303
740,SA,WORLD,2063,501683059
741,SA,WORLD,2064,501263326
742,SA,WORLD,2065,500763509
743,SA,WORLD,2066,500185207
744,SA,WORLD,2067,499530182
745,SA,WORLD,2068,498800389
746,SA,WORLD,2069,497997780
747,SA,WORLD,2070,497124310
748,SA,WORLD,2071,496182182
749,SA,WORLD,2072,495173651
750,SA,WORLD,2073,494101362
751,SA,WORLD,2074,492968146
752,SA,WORLD,2075,491777167
753,SA,WORLD,2076,490531516
754,SA,WORLD,2077,489234001
755,SA,WORLD,2078,487887567
756,SA,WORLD,2079,486495622
757,SA,WORLD,2080,485061851
758,SA,WORLD,2081,483589678
759,SA,WORLD,2082,482082135
760,SA,WORLD,2083,480542102
761,SA,WORLD,2084,478973019
762,SA,WORLD,2085,477378323
763,SA,WORLD,2086,475761234
764,SA,WORLD,2087,474124473
765,SA,WORLD,2088,472470405
766,SA,WORLD,2089,470801813
767,SA,WORLD,2090,469121334
768,SA,WORLD,2091,467431443
769,SA,WORLD,2092,465734077
770,SA,WORLD,2093,464030931
771,SA,WORLD,2094,462323397
772,SA,WORLD,2095,460612667
773,SA,WORLD,2096,458899814
774,SA,WORLD,2097,457185775
775,SA,WORLD,2098,455471391
776,SA,WORLD,2099,453757446
777,SA,WORLD,2100,452044619
778,CHINA,WORLD,1990,1172445200
779,CHINA,WORLD,1991,1189183522
780,CHINA,WORLD,1992,1204003901
781,CHINA,WORLD,1993,1217129133
782,CHINA,WORLD,1994,1228991932
783,CHINA,WORLD,1995,1239940004
784,CHINA,WORLD,1996,1249981441
785,CHINA,WORLD,1997,1259066974
786,CHINA,WORLD,1998,1267441503
787,CHINA,WORLD,1999,1275406699
788,CHINA,WORLD,2000,1283198970
789,CHINA,WORLD,2001,1290937649
790,CHINA,WORLD,2002,1298646577
791,CHINA,WORLD,2003,1306343911
792,CHINA,WORLD,2004,1314007478
793,CHINA,WORLD,2005,1321623490
794,CHINA,WORLD,2006,1329209094
795,CHINA,WORLD,2007,1336800506
796,CHINA,WORLD,2008,1344415227
797,CHINA,WORLD,2009,1352068091
798,CHINA,WORLD,2010,1359755102
799,CHINA,WORLD,2011,1367480264
800,CHINA,WORLD,2012,1375198619
801,CHINA,WORLD,2013,1382793212
802,CHINA,WORLD,2014,1390110388
803,CHINA,WORLD,2015,1397028553
804,CHINA,WORLD,2016,1397028553
805,CHINA,WORLD,2017,1403500365
806,CHINA,WORLD,2018,1409517397
807,CHINA,WORLD,2019,1415045928
808,CHINA,WORLD,2020,1420062022
809,CHINA,WORLD,2021,1424548266
810,CHINA,WORLD,2022,1428480534
811,CHINA,WORLD,2023,1431849651
812,CHINA,WORLD,2024,1434676116
813,CHINA,WORLD,2025,1436995094
814,CHINA,WORLD,2026,1438835697
815,CHINA,WORLD,2027,1440205376
816,CHINA,WORLD,2028,1441105792
817,CHINA,WORLD,2029,1441555143
818,CHINA,WORLD,2030,1441574218
819,CHINA,WORLD,2031,1441181813
820,CHINA,WORLD,2032,1440391650
821,CHINA,WORLD,2033,1439215347
822,CHINA,WORLD,2034,1437667004
823,CHINA,WORLD,2035,1435760478
824,CHINA,WORLD,2036,1433508888
825,CHINA,WORLD,2037,1430922498
826,CHINA,WORLD,2038,1428012154
827,CHINA,WORLD,2039,1424791461
828,CHINA,WORLD,2040,1421274537
829,CHINA,WORLD,2041,1417472814
830,CHINA,WORLD,2042,1413396936
831,CHINA,WORLD,2043,1409051555
832,CHINA,WORLD,2044,1404434236
833,CHINA,WORLD,2045,1399538493
834,CHINA,WORLD,2046,1394361025
835,CHINA,WORLD,2047,1388909186
836,CHINA,WORLD,2048,1383191989
837,CHINA,WORLD,2049,1377210270
838,CHINA,WORLD,2050,1370963871
839,CHINA,WORLD,2051,1364456723
840,CHINA,WORLD,2052,1357698332
841,CHINA,WORLD,2053,1350704050
842,CHINA,WORLD,2054,1343491986
843,CHINA,WORLD,2055,1336083672
844,CHINA,WORLD,2056,1328500912
845,CHINA,WORLD,2057,1320759080
846,CHINA,WORLD,2058,1312877134
847,CHINA,WORLD,2059,1304885395
848,CHINA,WORLD,2060,1296818439
849,CHINA,WORLD,2061,1288706557
850,CHINA,WORLD,2062,1280567920
851,CHINA,WORLD,2063,1272417590
852,CHINA,WORLD,2064,1264278114
853,CHINA,WORLD,2065,1256172116
854,CHINA,WORLD,2066,1248117944
855,CHINA,WORLD,2067,1240129971
856,CHINA,WORLD,2068,1232215578
857,CHINA,WORLD,2069,1224376041
858,CHINA,WORLD,2070,1216607940
859,CHINA,WORLD,2071,1208908827
860,CHINA,WORLD,2072,1201285224
861,CHINA,WORLD,2073,1193741774
862,CHINA,WORLD,2074,1186271236
863,CHINA,WORLD,2075,1178862711
864,CHINA,WORLD,2076,1171509615
865,CHINA,WORLD,2077,1164212104
866,CHINA,WORLD,2078,1156977361
867,CHINA,WORLD,2079,1149814677
868,CHINA,WORLD,2080,1142736651
869,CHINA,WORLD,2081,1135754217
870,CHINA,WORLD,2082,1128870924
871,CHINA,WORLD,2083,1122090279
872,CHINA,WORLD,2084,1115423052
873,CHINA,WORLD,2085,1108881678
874,CHINA,WORLD,2086,1102475450
875,CHINA,WORLD,2087,1096205865
876,CHINA,WORLD,2088,1090072306
877,CHINA,WORLD,2089,1084078362
878,CHINA,WORLD,2090,1078227261
879,CHINA,WORLD,2091,1072518595
880,CHINA,WORLD,2092,1066947246
881,CHINA,WORLD,2093,1061503776
882,CHINA,WORLD,2094,1056175304
883,CHINA,WORLD,2095,1050946575
884,CHINA,WORLD,2096,1045800902
885,CHINA,WORLD,2097,1040720508
886,CHINA,WORLD,2098,1035686713
887,CHINA,WORLD,2099,1030679993
888,CHINA,WORLD,2100,1025679938
889,INDIA,WORLD,1990,870133480
890,INDIA,WORLD,1991,888054875
891,INDIA,WORLD,1992,906021106
892,INDIA,WORLD,1993,924057817
893,INDIA,WORLD,1994,942204249
894,INDIA,WORLD,1995,960482795
895,INDIA,WORLD,1996,978893217
896,INDIA,WORLD,1997,997405318
897,INDIA,WORLD,1998,1015974042
898,INDIA,WORLD,1999,1034539214
899,INDIA,WORLD,2000,1053050912
900,INDIA,WORLD,2001,1071477855
901,INDIA,WORLD,2002,1089807112
902,INDIA,WORLD,2003,1108027848
903,INDIA,WORLD,2004,1126135777
904,INDIA,WORLD,2005,1144118674
905,INDIA,WORLD,2006,1161977719
906,INDIA,WORLD,2007,1179681239
907,INDIA,WORLD,2008,1197146906
908,INDIA,WORLD,2009,1214270132
909,INDIA,WORLD,2010,1230980691
910,INDIA,WORLD,2011,1247236029
911,INDIA,WORLD,2012,1263065852
912,INDIA,WORLD,2013,1278562207
913,INDIA,WORLD,2014,1293859294
914,INDIA,WORLD,2015,1309053980
915,INDIA,WORLD,2016,1324171354
916,INDIA,WORLD,2017,1339180127
917,INDIA,WORLD,2018,1354051854
918,INDIA,WORLD,2019,1368737513
919,INDIA,WORLD,2020,1383197753
920,INDIA,WORLD,2021,1397423009
921,INDIA,WORLD,2022,1411415296
922,INDIA,WORLD,2023,1425158481
923,INDIA,WORLD,2024,1438635367
924,INDIA,WORLD,2025,1451829004
925,INDIA,WORLD,2026,1464726099
926,INDIA,WORLD,2027,1477311590
927,INDIA,WORLD,2028,1489564612
928,INDIA,WORLD,2029,1501462374
929,INDIA,WORLD,2030,1512985207
930,INDIA,WORLD,2031,1524123804
931,INDIA,WORLD,2032,1534869174
932,INDIA,WORLD,2033,1545203584
933,INDIA,WORLD,2034,1555108108
934,INDIA,WORLD,2035,1564570223
935,INDIA,WORLD,2036,1573581733
936,INDIA,WORLD,2037,1582146821
937,INDIA,WORLD,2038,1590281887
938,INDIA,WORLD,2039,1598011486
939,INDIA,WORLD,2040,1605355574
940,INDIA,WORLD,2041,1612319846
941,INDIA,WORLD,2042,1618905536
942,INDIA,WORLD,2043,1625123097
943,INDIA,WORLD,2044,1630983670
944,INDIA,WORLD,2045,1636496308
945,INDIA,WORLD,2046,1641666866
946,INDIA,WORLD,2047,1646498484
947,INDIA,WORLD,2048,1650993654
948,INDIA,WORLD,2049,1655153372
949,INDIA,WORLD,2050,1658978162
950,INDIA,WORLD,2051,1662471555
951,INDIA,WORLD,2052,1665634474
952,INDIA,WORLD,2053,1668461495
953,INDIA,WORLD,2054,1670944584
954,INDIA,WORLD,2055,1673078321
955,INDIA,WORLD,2056,1674862507
956,INDIA,WORLD,2057,1676300456
957,INDIA,WORLD,2058,1677394788
958,INDIA,WORLD,2059,1678149384
959,INDIA,WORLD,2060,1678568111
960,INDIA,WORLD,2061,1678655989
961,INDIA,WORLD,2062,1678416452
962,INDIA,WORLD,2063,1677850625
963,INDIA,WORLD,2064,1676958866
964,INDIA,WORLD,2065,1675744291
965,INDIA,WORLD,2066,1674212113
966,INDIA,WORLD,2067,1672372856
967,INDIA,WORLD,2068,1670242036
968,INDIA,WORLD,2069,1667838579
969,INDIA,WORLD,2070,1665179391
970,INDIA,WORLD,2071,1662275880
971,INDIA,WORLD,2072,1659137008
972,INDIA,WORLD,2073,1655774546
973,INDIA,WORLD,2074,1652200108
974,INDIA,WORLD,2075,1648425091
975,INDIA,WORLD,2076,1644460392
976,INDIA,WORLD,2077,1640316937
977,INDIA,WORLD,2078,1636006071
978,INDIA,WORLD,2079,1631539153
979,INDIA,WORLD,2080,1626927002
980,INDIA,WORLD,2081,1622178968
981,INDIA,WORLD,2082,1617304175
982,INDIA,WORLD,2083,1612312579
983,INDIA,WORLD,2084,1607214022
984,INDIA,WORLD,2085,1602017424
985,INDIA,WORLD,2086,1596732383
986,INDIA,WORLD,2087,1591365736
987,INDIA,WORLD,2088,1585920202
988,INDIA,WORLD,2089,1580396453
989,INDIA,WORLD,2090,1574797201
990,INDIA,WORLD,2091,1569128520
991,INDIA,WORLD,2092,1563399451
992,INDIA,WORLD,2093,1557620765
993,INDIA,WORLD,2094,1551803731
994,INDIA,WORLD,2095,1545958898
995,INDIA,WORLD,2096,1540095658
996,INDIA,WORLD,2097,1534222029
997,INDIA,WORLD,2098,1528344549
998,INDIA,WORLD,2099,1522468414
999,INDIA,WORLD,2100,1516597380
1000,USA,WORLD,1990,252529950
1001,USA,WORLD,1991,254974819
1002,USA,WORLD,1992,257454273
1003,USA,WORLD,1993,260020186
1004,USA,WORLD,1994,262741566
1005,USA,WORLD,1995,265658849
1006,USA,WORLD,1996,268803424
1007,USA,WORLD,1997,272136551
1008,USA,WORLD,1998,275542603
1009,USA,WORLD,1999,278862277
1010,USA,WORLD,2000,281982778
1011,USA,WORLD,2001,284852391
1012,USA,WORLD,2002,287506847
1013,USA,WORLD,2003,290027624
1014,USA,WORLD,2004,292539324
1015,USA,WORLD,2005,295129501
1016,USA,WORLD,2006,297827356
1017,USA,WORLD,2007,300595175
1018,USA,WORLD,2008,303374067
1019,USA,WORLD,2009,306076362
1020,USA,WORLD,2010,308641391
1021,USA,WORLD,2011,311051373
1022,USA,WORLD,2012,313335423
1023,USA,WORLD,2013,315536676
1024,USA,WORLD,2014,317718779
1025,USA,WORLD,2015,319929162
1026,USA,WORLD,2016,322179605
1027,USA,WORLD,2017,324459463
1028,USA,WORLD,2018,326766748
1029,USA,WORLD,2019,329093110
1030,USA,WORLD,2020,331431534
1031,USA,WORLD,2021,333783196
1032,USA,WORLD,2022,336149711
1033,USA,WORLD,2023,338523714
1034,USA,WORLD,2024,340895345
1035,USA,WORLD,2025,343255846
1036,USA,WORLD,2026,345601753
1037,USA,WORLD,2027,347929541
1038,USA,WORLD,2028,350230259
1039,USA,WORLD,2029,352493665
1040,USA,WORLD,2030,354711670
1041,USA,WORLD,2031,356879946
1042,USA,WORLD,2032,358997015
1043,USA,WORLD,2033,361061610
1044,USA,WORLD,2034,363073790
1045,USA,WORLD,2035,365033872
1046,USA,WORLD,2036,366941644
1047,USA,WORLD,2037,368797150
1048,USA,WORLD,2038,370601929
1049,USA,WORLD,2039,372358216
1050,USA,WORLD,2040,374068752
1051,USA,WORLD,2041,375734948
1052,USA,WORLD,2042,377359928
1053,USA,WORLD,2043,378950342
1054,USA,WORLD,2044,380514372
1055,USA,WORLD,2045,382058853
1056,USA,WORLD,2046,383587662
1057,USA,WORLD,2047,385102864
1058,USA,WORLD,2048,386607164
1059,USA,WORLD,2049,388102725
1060,USA,WORLD,2050,389591663
1061,USA,WORLD,2051,391075734
1062,USA,WORLD,2052,392557264
1063,USA,WORLD,2053,394039407
1064,USA,WORLD,2054,395525554
1065,USA,WORLD,2055,397018031
1066,USA,WORLD,2056,398517824
1067,USA,WORLD,2057,400024253
1068,USA,WORLD,2058,401535603
1069,USA,WORLD,2059,403049130
1070,USA,WORLD,2060,404562225
1071,USA,WORLD,2061,406073428
1072,USA,WORLD,2062,407581291
1073,USA,WORLD,2063,409082951
1074,USA,WORLD,2064,410575088
1075,USA,WORLD,2065,412054508
1076,USA,WORLD,2066,413519380
1077,USA,WORLD,2067,414967289
1078,USA,WORLD,2068,416393634
1079,USA,WORLD,2069,417793142
1080,USA,WORLD,2070,419161631
1081,USA,WORLD,2071,420496821
1082,USA,WORLD,2072,421797950
1083,USA,WORLD,2073,423064388
1084,USA,WORLD,2074,424296215
1085,USA,WORLD,2075,425493571
1086,USA,WORLD,2076,426656272
1087,USA,WORLD,2077,427784144
1088,USA,WORLD,2078,428877622
1089,USA,WORLD,2079,429937386
1090,USA,WORLD,2080,430964445
1091,USA,WORLD,2081,431959556
1092,USA,WORLD,2082,432924212
1093,USA,WORLD,2083,433861239
1094,USA,WORLD,2084,434774094
1095,USA,WORLD,2085,435665821
1096,USA,WORLD,2086,436537645
1097,USA,WORLD,2087,437390893
1098,USA,WORLD,2088,438228865
1099,USA,WORLD,2089,439055296
1100,USA,WORLD,2090,439872947
1101,USA,WORLD,2091,440683039
1102,USA,WORLD,2092,441485506
1103,USA,WORLD,2093,442279321
1104,USA,WORLD,2094,443063030
1105,USA,WORLD,2095,443835150
1106,USA,WORLD,2096,444594339
1107,USA,WORLD,2097,445339487
1108,USA,WORLD,2098,446069736
1109,USA,WORLD,2099,446784432
1110,USA,WORLD,2100,447483156
1111,SOMALIA,WORLD,1990,7397347
1112,SOMALIA,WORLD,1991,7455936
1113,SOMALIA,WORLD,1992,7488544
1114,SOMALIA,WORLD,1993,7519811
1115,SOMALIA,WORLD,1994,7583954
1116,SOMALIA,WORLD,1995,7704894
1117,SOMALIA,WORLD,1996,7892389
1118,SOMALIA,WORLD,1997,8137475
1119,SOMALIA,WORLD,1998,8422372
1120,SOMALIA,WORLD,1999,8720231
1121,SOMALIA,WORLD,2000,9011479
1122,SOMALIA,WORLD,2001,9290823
1123,SOMALIA,WORLD,2002,9564167
1124,SOMALIA,WORLD,2003,9836397
1125,SOMALIA,WORLD,2004,10116228
1126,SOMALIA,WORLD,2005,10409925
1127,SOMALIA,WORLD,2006,10718317
1128,SOMALIA,WORLD,2007,11038596
1129,SOMALIA,WORLD,2008,11369276
1130,SOMALIA,WORLD,2009,11707990
1131,SOMALIA,WORLD,2010,12053223
1132,SOMALIA,WORLD,2011,12404725
1133,SOMALIA,WORLD,2012,12763776
1134,SOMALIA,WORLD,2013,13132349
1135,SOMALIA,WORLD,2014,13513125
1136,SOMALIA,WORLD,2015,13908129
1137,SOMALIA,WORLD,2016,14317996
1138,SOMALIA,WORLD,2017,14742523
1139,SOMALIA,WORLD,2018,15181925
1140,SOMALIA,WORLD,2019,15636171
1141,SOMALIA,WORLD,2020,16105174
1142,SOMALIA,WORLD,2021,16589196
1143,SOMALIA,WORLD,2022,17088214
1144,SOMALIA,WORLD,2023,17601387
1145,SOMALIA,WORLD,2024,18127560
1146,SOMALIA,WORLD,2025,18665849
1147,SOMALIA,WORLD,2026,19215918
1148,SOMALIA,WORLD,2027,19777797
1149,SOMALIA,WORLD,2028,20351526
1150,SOMALIA,WORLD,2029,20937235
1151,SOMALIA,WORLD,2030,21535019
1152,SOMALIA,WORLD,2031,22144759
1153,SOMALIA,WORLD,2032,22766243
1154,SOMALIA,WORLD,2033,23399316
1155,SOMALIA,WORLD,2034,24043828
1156,SOMALIA,WORLD,2035,24699613
1157,SOMALIA,WORLD,2036,25366549
1158,SOMALIA,WORLD,2037,26044595
1159,SOMALIA,WORLD,2038,26733772
1160,SOMALIA,WORLD,2039,27434193
1161,SOMALIA,WORLD,2040,28145899
1162,SOMALIA,WORLD,2041,28868760
1163,SOMALIA,WORLD,2042,29602596
1164,SOMALIA,WORLD,2043,30347355
1165,SOMALIA,WORLD,2044,31102953
1166,SOMALIA,WORLD,2045,31869275
1167,SOMALIA,WORLD,2046,32646129
1168,SOMALIA,WORLD,2047,33433209
1169,SOMALIA,WORLD,2048,34230143
1170,SOMALIA,WORLD,2049,35036488
1171,SOMALIA,WORLD,2050,35851792
1172,SOMALIA,WORLD,2051,36675703
1173,SOMALIA,WORLD,2052,37507879
1174,SOMALIA,WORLD,2053,38347878
1175,SOMALIA,WORLD,2054,39195255
1176,SOMALIA,WORLD,2055,40049539
1177,SOMALIA,WORLD,2056,40910365
1178,SOMALIA,WORLD,2057,41777303
1179,SOMALIA,WORLD,2058,42649847
1180,SOMALIA,WORLD,2059,43527437
1181,SOMALIA,WORLD,2060,44409572
1182,SOMALIA,WORLD,2061,45295820
1183,SOMALIA,WORLD,2062,46185811
1184,SOMALIA,WORLD,2063,47079289
1185,SOMALIA,WORLD,2064,47976033
1186,SOMALIA,WORLD,2065,48875776
1187,SOMALIA,WORLD,2066,49778160
1188,SOMALIA,WORLD,2067,50682757
1189,SOMALIA,WORLD,2068,51589203
1190,SOMALIA,WORLD,2069,52497144
1191,SOMALIA,WORLD,2070,53406176
1192,SOMALIA,WORLD,2071,54315940
1193,SOMALIA,WORLD,2072,55225970
1194,SOMALIA,WORLD,2073,56135826
1195,SOMALIA,WORLD,2074,57044994
1196,SOMALIA,WORLD,2075,57953019
1197,SOMALIA,WORLD,2076,58859452
1198,SOMALIA,WORLD,2077,59763861
1199,SOMALIA,WORLD,2078,60665741
1200,SOMALIA,WORLD,2079,61564563
1201,SOMALIA,WORLD,2080,62459838
1202,SOMALIA,WORLD,2081,63351057
1203,SOMALIA,WORLD,2082,64237810
1204,SOMALIA,WORLD,2083,65119765
1205,SOMALIA,WORLD,2084,65996642
1206,SOMALIA,WORLD,2085,66868091
1207,SOMALIA,WORLD,2086,67733787
1208,SOMALIA,WORLD,2087,68593231
1209,SOMALIA,WORLD,2088,69445711
1210,SOMALIA,WORLD,2089,70290422
1211,SOMALIA,WORLD,2090,71126692
1212,SOMALIA,WORLD,2091,71954064
1213,SOMALIA,WORLD,2092,72772292
1214,SOMALIA,WORLD,2093,73581259
1215,SOMALIA,WORLD,2094,74380862
1216,SOMALIA,WORLD,2095,75171009
1217,SOMALIA,WORLD,2096,75951530
1218,SOMALIA,WORLD,2097,76722209
1219,SOMALIA,WORLD,2098,77482753
1220,SOMALIA,WORLD,2099,78232788
1221,SOMALIA,WORLD,2100,78971914
1222,RWANDA,WORLD,1990,7235798
1223,RWANDA,WORLD,1991,7051759
1224,RWANDA,WORLD,1992,6701851
1225,RWANDA,WORLD,1993,6299909
1226,RWANDA,WORLD,1994,6005095
1227,RWANDA,WORLD,1995,5928078
1228,RWANDA,WORLD,1996,6115168
1229,RWANDA,WORLD,1997,6522382
1230,RWANDA,WORLD,1998,7059813
1231,RWANDA,WORLD,1999,7593239
1232,RWANDA,WORLD,2000,8025703
1233,RWANDA,WORLD,2001,8329406
1234,RWANDA,WORLD,2002,8536205
1235,RWANDA,WORLD,2003,8680346
1236,RWANDA,WORLD,2004,8818438
1237,RWANDA,WORLD,2005,8991735
1238,RWANDA,WORLD,2006,9206580
1239,RWANDA,WORLD,2007,9447402
1240,RWANDA,WORLD,2008,9708169
1241,RWANDA,WORLD,2009,9977446
1242,RWANDA,WORLD,2010,10246842
1243,RWANDA,WORLD,2011,10516071
1244,RWANDA,WORLD,2012,10788853
1245,RWANDA,WORLD,2013,11065151
1246,RWANDA,WORLD,2014,11345357
1247,RWANDA,WORLD,2015,11629553
1248,RWANDA,WORLD,2016,11917508
1249,RWANDA,WORLD,2017,12208407
1250,RWANDA,WORLD,2018,12501156
1251,RWANDA,WORLD,2019,12794412
1252,RWANDA,WORLD,2020,13087173
1253,RWANDA,WORLD,2021,13378967
1254,RWANDA,WORLD,2022,13669913
1255,RWANDA,WORLD,2023,13960532
1256,RWANDA,WORLD,2024,14251666
1257,RWANDA,WORLD,2025,14543965
1258,RWANDA,WORLD,2026,14837434
1259,RWANDA,WORLD,2027,15131882
1260,RWANDA,WORLD,2028,15427633
1261,RWANDA,WORLD,2029,15725021
1262,RWANDA,WORLD,2030,16024252
1263,RWANDA,WORLD,2031,16325334
1264,RWANDA,WORLD,2032,16628034
1265,RWANDA,WORLD,2033,16932098
1266,RWANDA,WORLD,2034,17237133
1267,RWANDA,WORLD,2035,17542746
1268,RWANDA,WORLD,2036,17848704
1269,RWANDA,WORLD,2037,18154671
1270,RWANDA,WORLD,2038,18459997
1271,RWANDA,WORLD,2039,18763878
1272,RWANDA,WORLD,2040,19065658
1273,RWANDA,WORLD,2041,19364953
1274,RWANDA,WORLD,2042,19661478
1275,RWANDA,WORLD,2043,19954727
1276,RWANDA,WORLD,2044,20244161
1277,RWANDA,WORLD,2045,20529380
1278,RWANDA,WORLD,2046,20810047
1279,RWANDA,WORLD,2047,21086028
1280,RWANDA,WORLD,2048,21357305
1281,RWANDA,WORLD,2049,21623956
1282,RWANDA,WORLD,2050,21886077
1283,RWANDA,WORLD,2051,22143519
1284,RWANDA,WORLD,2052,22396185
1285,RWANDA,WORLD,2053,22644199
1286,RWANDA,WORLD,2054,22887719
1287,RWANDA,WORLD,2055,23126854
1288,RWANDA,WORLD,2056,23361603
1289,RWANDA,WORLD,2057,23591861
1290,RWANDA,WORLD,2058,23817492
1291,RWANDA,WORLD,2059,24038318
1292,RWANDA,WORLD,2060,24254197
1293,RWANDA,WORLD,2061,24465018
1294,RWANDA,WORLD,2062,24670728
1295,RWANDA,WORLD,2063,24871256
1296,RWANDA,WORLD,2064,25066552
1297,RWANDA,WORLD,2065,25256531
1298,RWANDA,WORLD,2066,25441158
1299,RWANDA,WORLD,2067,25620276
1300,RWANDA,WORLD,2068,25793687
1301,RWANDA,WORLD,2069,25961089
1302,RWANDA,WORLD,2070,26122284
1303,RWANDA,WORLD,2071,26277166
1304,RWANDA,WORLD,2072,26425729
1305,RWANDA,WORLD,2073,26567983
1306,RWANDA,WORLD,2074,26704000
1307,RWANDA,WORLD,2075,26833816
1308,RWANDA,WORLD,2076,26957428
1309,RWANDA,WORLD,2077,27074833
1310,RWANDA,WORLD,2078,27186067
1311,RWANDA,WORLD,2079,27291208
1312,RWANDA,WORLD,2080,27390322
1313,RWANDA,WORLD,2081,27483437
1314,RWANDA,WORLD,2082,27570589
1315,RWANDA,WORLD,2083,27651834
1316,RWANDA,WORLD,2084,27727223
1317,RWANDA,WORLD,2085,27796802
1318,RWANDA,WORLD,2086,27860653
1319,RWANDA,WORLD,2087,27918806
1320,RWANDA,WORLD,2088,27971301
1321,RWANDA,WORLD,2089,28018144
1322,RWANDA,WORLD,2090,28059365
1323,RWANDA,WORLD,2091,28095030
1324,RWANDA,WORLD,2092,28125239
1325,RWANDA,WORLD,2093,28150111
1326,RWANDA,WORLD,2094,28169757
1327,RWANDA,WORLD,2095,28184314
1328,RWANDA,WORLD,2096,28193910
1329,RWANDA,WORLD,2097,28198648
1330,RWANDA,WORLD,2098,28198640
1331,RWANDA,WORLD,2099,28193996
1332,RWANDA,WORLD,2100,28184816
1333,AFGHANISTAN,WORLD,1990,12249114
1334,AFGHANISTAN,WORLD,1991,12993657
1335,AFGHANISTAN,WORLD,1992,13981231
1336,AFGHANISTAN,WORLD,1993,15095099
1337,AFGHANISTAN,WORLD,1994,16172719
1338,AFGHANISTAN,WORLD,1995,17099541
1339,AFGHANISTAN,WORLD,1996,17822884
1340,AFGHANISTAN,WORLD,1997,18381605
1341,AFGHANISTAN,WORLD,1998,18863999
1342,AFGHANISTAN,WORLD,1999,19403676
1343,AFGHANISTAN,WORLD,2000,20093756
1344,AFGHANISTAN,WORLD,2001,20966463
1345,AFGHANISTAN,WORLD,2002,21979923
1346,AFGHANISTAN,WORLD,2003,23064851
1347,AFGHANISTAN,WORLD,2004,24118979
1348,AFGHANISTAN,WORLD,2005,25070798
1349,AFGHANISTAN,WORLD,2006,25893450
1350,AFGHANISTAN,WORLD,2007,26616792
1351,AFGHANISTAN,WORLD,2008,27294031
1352,AFGHANISTAN,WORLD,2009,28004331
1353,AFGHANISTAN,WORLD,2010,28803167
1354,AFGHANISTAN,WORLD,2011,29708599
1355,AFGHANISTAN,WORLD,2012,30696958
1356,AFGHANISTAN,WORLD,2013,31731688
1357,AFGHANISTAN,WORLD,2014,32758020
1358,AFGHANISTAN,WORLD,2015,33736494
1359,AFGHANISTAN,WORLD,2016,34656032
1360,AFGHANISTAN,WORLD,2017,35530081
1361,AFGHANISTAN,WORLD,2018,36373176
1362,AFGHANISTAN,WORLD,2019,37209007
1363,AFGHANISTAN,WORLD,2020,38054941
1364,AFGHANISTAN,WORLD,2021,38913707
1365,AFGHANISTAN,WORLD,2022,39779095
1366,AFGHANISTAN,WORLD,2023,40649204
1367,AFGHANISTAN,WORLD,2024,41519986
1368,AFGHANISTAN,WORLD,2025,42388400
1369,AFGHANISTAN,WORLD,2026,43254446
1370,AFGHANISTAN,WORLD,2027,44119315
1371,AFGHANISTAN,WORLD,2028,44982317
1372,AFGHANISTAN,WORLD,2029,45842659
1373,AFGHANISTAN,WORLD,2030,46699545
1374,AFGHANISTAN,WORLD,2031,47552324
1375,AFGHANISTAN,WORLD,2032,48400329
1376,AFGHANISTAN,WORLD,2033,49242776
1377,AFGHANISTAN,WORLD,2034,50078786
1378,AFGHANISTAN,WORLD,2035,50907550
1379,AFGHANISTAN,WORLD,2036,51728328
1380,AFGHANISTAN,WORLD,2037,52540360
1381,AFGHANISTAN,WORLD,2038,53342664
1382,AFGHANISTAN,WORLD,2039,54134238
1383,AFGHANISTAN,WORLD,2040,54914122
1384,AFGHANISTAN,WORLD,2041,55681683
1385,AFGHANISTAN,WORLD,2042,56436296
1386,AFGHANISTAN,WORLD,2043,57177142
1387,AFGHANISTAN,WORLD,2044,57903378
1388,AFGHANISTAN,WORLD,2045,58614315
1389,AFGHANISTAN,WORLD,2046,59309352
1390,AFGHANISTAN,WORLD,2047,59988191
1391,AFGHANISTAN,WORLD,2048,60650823
1392,AFGHANISTAN,WORLD,2049,61297440
1393,AFGHANISTAN,WORLD,2050,61928118
1394,AFGHANISTAN,WORLD,2051,62542629
1395,AFGHANISTAN,WORLD,2052,63140612
1396,AFGHANISTAN,WORLD,2053,63721905
1397,AFGHANISTAN,WORLD,2054,64286388
1398,AFGHANISTAN,WORLD,2055,64833869
1399,AFGHANISTAN,WORLD,2056,65364208
1400,AFGHANISTAN,WORLD,2057,65877123
1401,AFGHANISTAN,WORLD,2058,66372235
1402,AFGHANISTAN,WORLD,2059,66849094
1403,AFGHANISTAN,WORLD,2060,67307303
1404,AFGHANISTAN,WORLD,2061,67746600
1405,AFGHANISTAN,WORLD,2062,68166836
1406,AFGHANISTAN,WORLD,2063,68567901
